t1,t2,t3,t4
17.92275926010048,10.243342046543045,15.796007545169854,20.915078002677046
21.471545969067147,17.791375377325725,46.316503150434606,25.29970689388557
45.43228207962321,10.785396417088252,14.049682942601763,30.80469669967509
36.19203276045103,43.507424469335575,10.517911370708738,24.89489765970062
29.283159148683726,26.76293523695897,10.611013831652983,14.847029609748606
21.381826913225694,17.527923487583106,21.52959996957297,21.65514948367327
8.537328950548057,34.09449864892864,53.04086550956137,53.07941556725366
54.42323846359869,19.009701613393833,32.98745769858899,31.352626973983728
17.02560687314227,56.310099058506964,37.91813130721162,36.88910637582849
43.61462834964337,46.33547291541421,3.54393159876439,7.273505423559818
7.07656640839598,34.89321962338695,8.590445999029168,13.879567650207456
39.030382510381806,34.992045549431616,16.968533490632762,54.52274812212174
26.19060219737512,6.533861578602722,29.2969948706483,55.49313071412311
21.474750619230285,13.389262394209272,49.63175508679943,42.73998419351648
34.55248344937171,40.66862157353302,28.52803024521641,6.87155080429075
41.823668218964926,27.62369103575586,31.06363629273997,14.998909757555023
51.0583664454658,59.4834982717074,28.499983686133547,24.061402840387526
24.00008038592217,46.927010050704844,3.2849567743226715,54.296327738200986
31.50535762494107,5.777002066733272,27.632184292523213,33.37732234487222
31.89684068919463,37.21369195716533,42.675950676279285,50.691016603362925
21.150275006077127,23.33836133172874,19.485406318480333,48.52107011891435
42.48001314872459,14.722263441882271,39.32471647805818,14.158810269254438
11.859978817008173,45.689452636571474,35.954097650343535,47.895699129734496
3.5195767638965187,21.828151022703008,54.34982692821821,9.252543467941706
12.344076975118861,8.485976518788819,8.7765407073743,40.25870800156182
12.453641605561023,44.410027086408796,3.6251055468544173,32.161667729885
35.658543237217096,25.739716620187345,7.734783132845386,16.00062006032365
19.025845751311536,42.606165817758,8.55702760151486,45.76842297816217
33.42363956532125,48.80355292332669,14.053772616839321,9.418866507299754
19.86678839560129,44.01807836100752,24.50991590656561,5.874760603072657
19.501847233450782,35.77513327283788,6.182689612646188,28.698504705730176
46.35708255858258,31.969457534991804,43.00009554683465,42.39868158194784
32.247036879082415,50.160653583652284,32.853553836552194,38.709789958972344
43.525590824463485,42.73366245091314,46.48261768519226,35.29029575762641
37.913168191377856,27.128876752648047,3.270944585095078,52.71354582888841
42.124873172466344,28.482996844862146,48.21440420703214,17.195194023171364
28.505444496433803,50.018027098892006,2.826957295047411,10.558445219795942
48.0853470287082,15.46022589842033,4.89981696554919,15.11274919145222
40.97396198550728,28.027564930801123,49.441514892022184,52.420687923116716
37.16437915658229,8.09693028715881,51.544775422695466,7.836335359167665
49.31180041041368,40.91408935482872,7.628522166509304,39.848345006964315
44.53361281363202,17.29484186422791,45.37202301849579,42.49348265372859
25.889348171127946,10.78229018300457,46.49118536716576,33.88137934888289
39.488279797104056,9.560664869033674,56.627388754066374,20.801863687188778
46.18104355798158,49.4663155081125,16.833390026560284,53.15706601919459
34.707411189853644,18.197735109461817,23.081068842337856,44.59256841739782
7.854813466900408,43.620194641024156,15.07139107162709,1.7296825519817671
4.168818421242483,23.474017802570398,39.509005890597294,16.90249391009564
11.110604663314117,37.113320827933784,17.620183728171817,49.6047915006446
36.71297474707321,54.63111389147975,28.66630695441191,31.561472695581053
19.017366636408344,6.589364625035174,16.559170576105206,48.5892297854773
25.564501707470686,7.525728570974868,19.1283544833218,14.573897568364918
57.79768842106648,37.6605306730948,2.9235723465432146,18.23564272657431
10.552975924337254,25.56570902846169,8.64371523932134,53.16999072819351
15.922269555855483,34.30675035204941,8.629747078265279,47.44934513805801
43.051846920926025,48.354879110965726,24.09027024970262,27.408503909655714
26.056718116629707,38.49189216097355,32.72919242791582,22.12302252523888
46.206058188765915,20.455770464392412,31.528281188828306,52.00995949060042
41.41411201190485,17.815856051374617,23.91251653217235,27.630262650206458
19.690996565164582,26.959911846115276,14.43155704550592,49.763291037090355
53.986730733979,10.124688850565066,19.20664332516397,1.9304050703174966
28.168987838278795,43.53401754105739,32.63932858859621,43.33046922762816
36.45511501174369,48.02245248159022,19.355736059533186,35.01973571480143
19.171641086791194,56.89162130436405,30.345801741389867,30.972382574162324
11.97788646615344,56.356654229770015,35.13225657148633,37.426778533705395
9.90345411598049,55.370554870483915,24.20958649532792,27.139784423352623
37.39586330826387,25.653159487429733,42.50898222347708,44.127132700383065
24.93347584324419,47.48111261370664,51.28223551401213,15.252464230423396
37.2829148830584,1.1925743010333074,47.65391830855442,23.197215270212524
25.26926073908062,33.68657747384174,22.820822844166074,13.473825605075046
18.380152712514576,33.319465673515666,10.395788890818391,51.07164510943446
10.279913820560669,6.965208701565473,29.185396035011948,10.334467700225206
20.585386682782012,36.198445624575854,32.1301939239183,44.97510881908622
21.550718967391877,22.16966371462947,51.968681568546735,57.442476880301555
29.128723082654613,6.8792277369045305,16.037523397809775,42.12196172429334
17.540650448480033,27.03261639052244,3.9050309421710274,26.80628971440222
8.782736886313094,37.177988922765344,45.82146349854938,40.26380541026345
38.07589302409939,55.43246838908255,15.655217330908654,25.80955577804195
29.387389507969377,52.63843238866993,31.6965273601607,50.217598033441845
35.71845616421324,51.3020109893202,40.491806429818595,14.820542306903722
33.08959730502369,9.848115210097651,29.80394913972392,3.7566141769274717
28.187716154239645,45.143356266438566,5.701034438151291,0.9456566685818423
21.800290645651625,32.20749660078065,44.21115384883883,6.159500129703707
28.419532622946292,38.28907659013718,33.1522380489955,32.14204449682845
49.00950521879442,28.358982591733454,47.46372557249813,10.35415277473019
25.733466788341463,17.994100870025378,34.40147663289015,24.947560023664725
18.80463546523068,16.941057311203412,8.072196707313692,23.73773903005528
22.776590511788648,10.720401611455546,26.876497389185218,11.478581397618234
10.768217040278742,27.257798350848336,15.75433837704525,32.45557846272678
4.083321180408266,35.20602406844536,41.836523510699145,5.600935730002666
22.81574068430092,37.68829954335267,57.55114986851475,12.75531235761883
14.138158890216657,12.35151584857327,21.310307731248198,37.2917924032005
26.071693753278907,22.351002356109895,53.978674349840524,27.85132654118667
24.696343764706548,22.41022500893877,31.349785869289448,17.27970469939844
23.119520230850718,37.218257249608655,11.184060850326775,5.203319042954521
55.11451478525718,37.12492500700544,20.36344721154655,6.251500321257573
43.42987129319704,16.413137318123837,4.641163683790005,34.76040213586696
32.70296153716299,31.753505639303455,16.679147925944875,29.542413670784416
17.594961853262234,18.640295771185325,27.565109593844237,31.809593749304096
13.370907278244667,31.69832367291884,46.050957243215784,23.138906854585546
57.49878558944248,1.669484609491676,38.91548667846751,20.945269600613983
48.74159864036519,25.214145116012748,21.376292276942145,46.56506807908674
39.82523215767402,29.150013302016593,37.47997752483281,53.530240845189795
21.93974044578671,19.60817103686076,18.567358624236174,28.61123708252101
30.953423696971075,56.798479253881034,23.956219980639606,15.433562193091852
14.84175535066781,27.713038769309897,30.95444581482483,51.01888669841809
34.05156642848362,27.869021216209834,28.18686797566301,11.075491644765442
48.26445257921695,13.526397448911553,31.68186022151992,35.7903487974112
16.43863468367071,15.730371235642833,14.025815520342325,29.77969859013932
9.903563329823653,31.826256824903624,50.5680996626575,35.821032558873064
12.228779858856463,37.50546430188482,51.18686857266163,57.25270416531536
9.367557308667008,6.6865922397174975,18.564811711759695,39.36981089702688
33.562444101634,48.510930925328864,38.05175829119793,37.988615609680316
51.50564628583104,31.71852469691534,35.25784990465196,2.729134860908224
33.38610729300952,26.534037515538575,33.91605856280898,22.316835896749573
46.265558771578554,33.91051897418043,54.533738207692714,33.511051842579526
29.64665714420082,11.788909983303203,45.9579450827915,9.984843308760004
40.732722956135134,53.13908274296359,10.696308241698237,13.540782175576602
10.856418562199993,34.197806745209675,36.300141266279674,10.946998274839647
24.825607305568116,41.40825047495605,45.58552253614649,42.7722780810017
6.030512941547818,28.372488433028956,56.30015715357181,38.27283458781082
31.783864287882878,27.718310152169032,32.41532384042118,30.94544442885759
34.516625195849144,49.594261453974624,13.782704036849122,56.69788266652264
14.62591485597986,51.24571609386316,38.89515950644646,19.482173294920422
37.60835560607832,11.136605575066273,15.149373063204925,39.59241017038652
8.505125786973306,24.862869927313263,14.178023254920188,24.25330003214889
16.057818714551487,38.19717665894728,6.5430024792116095,26.926628320505234
33.84649066296424,24.097022847341396,44.66321062860845,35.818196858759975
2.814870281499082,48.35955504591396,8.06669019678191,57.10699341766944
18.46324588038206,55.5727382955534,34.89475092272878,8.81495941448202
23.989082441426277,23.46393321607833,21.555775825771526,13.376728439771947
16.361254065742788,35.132328532950766,36.200291756894124,58.43644770889401
13.966943375735728,25.28278977948845,27.870856596684174,33.11107728327422
43.79268946064025,11.676660108883826,49.22901668295604,15.475059767171512
50.167035670308536,7.8370067282844555,36.21321331715353,15.096188298591711
32.2776316503881,54.05879965631746,22.761134184144908,44.969355648536286
29.507486755900306,32.626065162941366,4.648161393162321,40.12476699941689
20.741739899444283,24.236585591158512,42.7141567971229,45.01777203599074
37.937507245660846,9.029694337177068,51.69521630712184,40.81321994255339
43.92404318947317,16.074374177787462,24.257362279030183,30.813853201839102
16.522915137242713,39.6967801477577,19.979902621061516,21.362467171180402
43.517322325894916,35.70818434278917,27.21938377542174,51.73123469161377
32.29837882067689,3.390657055053369,29.0376328523045,25.91583419911542
50.369430649122386,35.65031904228994,28.072571796280993,9.172591871119785
38.88352458998403,20.831662622116383,29.604993244665287,24.424326513505317
16.694370390016903,26.4781408836937,46.34823579254429,42.62565029495927
19.944634958179083,16.22072564077337,9.56910350925948,22.063000300920557
22.099267511596253,13.237031471394017,15.715301030146154,34.36543188288999
43.32136451295838,53.27503624537661,25.176503423996536,46.76678552449072
15.81493159728139,6.798520527529201,21.552649880178446,26.64700892225234
40.775611882046,20.121301941732074,52.516234251668756,33.02940991663972
